source_row_number,review_priority,review_reason,suggested_action,stay_status_code,stay_status_name_ko,item_type,section_title,petition_type,subsection_type,subtype_or_program,applicant_context,eligibility,target_persons,common_documents,mandatory_documents,other_documents,requirements,procedure,restrictions,exceptions,fees,duration_or_validity,quota_or_limit,score_criteria,table_summary,table_rows,normalized_text
91,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-9,무역경영,stay_status_rule,D-9 무역경영 / 외국인 개인사업자 체류자격 변경,체류자격 변경,대상,,외국인 개인사업자,"신규사업자: - 외국환거래법 및 외국환거래규정에 따라 3억원 이상의 외자를 도입한 부가가치세법에 의한 사업자등록을 필하고 국내에서 회사를 경영하거나 영리사업을 하고자 하는 개인사업자 - 외국인투자촉진법에 따라 3억원 이상을 국내에 투자하고 투자기업등록증을 발급받은 개인사업자 국내 대학에서 석사 이상 학위를 취득(예정자 포함)한 유학(D-2) 및 구직(D-10) 자격자로 1억원 이상을 투자(투자금 중 최대 5,000만원까지는 국내에서 조성된 자금을 인정하나, 나머지 자금은 반드시 외국환거래법 및 외국환거래규정에 따른 외자이어야 함)한 후 사업자등록을 필하고 국내에서 회사를 경영하거나 영리사업을 하고자 하는 자 국내 대학 학사 학위 취득자(예정자 포함)로 '창업이민종합지원시스템(OASIS-1부터 8)'에서 총30점 이상의 학점을 취득한 경우는 허용 시행일 이전 기업투자(D-8) 자격으로 체류하고 있던 개인사업자",,,,,"기존 투자금액이 3억원 미만이라도 가능. 단, 재입국기간 도과 등의 사유로 기업투자(D-8) 자격을 상실한 경우에는 신규사업자와 동일하게 자본금 3억원의 요건을 충족하여야 함",,"자격변경 제외 체류자격: 기술연수(D-3), 비전문취업(E-9), 선원취업(E-10), 기타(G-1), 순수관광 및 단체관광(C-3-2), 의료관광(C-3-3), 관광취업(H-1), 방문취업(H-2) 관광취업(H-1)은 협정에 자격변경을 허용하지 않는 국가(프랑스, 아일랜드, 영국) 국민에 대해서만 자격 변경 불허",,,,,,,,
93,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-9,무역경영,stay_status_rule,D-9-1 무역업 / 점수제 체류기간 연장 요건,체류기간 연장,요건,D-9-1,,,,,,,무역비자 점수제의 총 50점 중 필수항목 점수가 5점 이상인 자로 각 연장기준 적용 추천서 특례: 무역교육 기관이 자체 심사를 거쳐 외국인을 추천할 경우 필수항목 점수(5점)로 인정하여 체류기간 연장 허용 심화교육과정 특례: 무역교육 기관에서 심화교육 과정(30시간 이상)을 이수한 외국인에게 체류기간 연장 허가에 필요한 항목별 점수(선택항목)에 3점 추가 부여,,,,,,,,,,
98,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,D-9,무역경영,score_table,D-9-1 무역업 / 체류기간 연장 점수제,체류기간 연장,점수표,D-9-1,,,,,,,동일자격 소지 외국인과 공동대표인 경우 1/n 점수 적용 연장허가 기준: 필수항목이 5점 이상인 자로 아래 해당점수 득점자 필수항목 점수가 없는 자는 연장 불허,,2차 연장허가부터 10점 이하 해당자는 연장허가가 불허됨,,,1차 연장허가: 10점 이하 6개월(필수항목 5점 이상 시) / 11~20점 1년 / 21점 이상 2년 2차 연장허가부터: 10점 이하 연장 불허 / 11~30점 1년 / 31점 이상 2년,,"필수항목 (무역실적, 최근 2년간 연 평균 실적, 최대 30점): 수출 50만불 이상 30점 / 수출 30만불 이상 25점 / 수출 10만불 이상 15점 / 수출 5만불 이상 8점 / 무역(수출+수입) 7만불 이상 5점 / 전문교육기관 연장 추천서 5점(동일인 최대 4회까지만 인정) 내국인 고용 (신청일 기준 6개월 이상 계속 고용중인 정규직, 최대 10점): 3명 이상 10점 / 2명 이상 5점 / 1명 이상 2점 납세실적 (연간 개인 소득세 납부실적, 최대 7점): 500만원 이상 7점 / 400~500만원 미만 5점 / 300~400만원 미만 3점 / 200~300만원 미만 1점 무역전문교육 심화과정 이수자 (신청일 기준 1년 이내 교육 이수자): 3점","무역업 연장 점수표: 필수항목 5점 이상 필수, 점수에 따라 6개월/1년/2년 허가",,
101,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-10,구직,stay_status_rule,D-10 구직 / 활동범위 및 해당자,사증발급,대상,,,"교수(E-1)·회화지도(E-2)·연구(E-3)·기술지도(E-4)·전문직업(E-5)·예술흥행(E-6)·특정활동(E-7) 자격에 해당하는 분야에 취업하기 위해 연수나 구직활동을 하려는 사람 예술흥행(E-6) 자격 중 유흥업소 등의 흥행활동(E-6-2)은 제외하고, 순수예술 및 스포츠분야만 허용 E-7 자격 중 준전문인력과 숙련기능인력은 해외신청 불가 기업투자(D-8) 자격 '다'목(학사이상의 학위를 가진 사람으로서 지식재산권을 보유하거나 이에 준하는 기술력 등을 가진 사람 중 법무부장관이 인정한 법인 창업자)에 해당하는 기술창업 준비 등을 하려는 사람 해외 우수 대학 첨단기술 분야 학사과정 이상 재학생 또는 학위취득일로부터 3년이 경과되지 않은 졸업생으로 만 30세 미만(석사 이상: 만 35세), 법무부장관이 정한 요건을 갖춘 기업(기관)에서 첨단기술 분야 인턴활동을 하려는 사람 (세계 대학순위 THE 200위, QS 500위 이내 해외 대학 본교) 세계 대학 순위 100위 이내 대학의 석사 이상 학위를 취득하고 국내 취업을 위해 연수나 구직활동을 하려는 사람","일반구직(D-10-1) / 최우수인재(D-10-T): 국내 기업·단체 등에서 행하는 구직활동 뿐만 아니라 정식 취업 전에 연수비를 받고 행하는 단기 인턴과정을 포함 기술창업준비(D-10-2): 창업이민교육프로그램 참가, 지식재산권 등 특허출원 준비 및 출원, 창업법인 설립 준비 등 창업과 관련된 제반 준비활동(인턴활동 제한) 첨단기술인턴(D-10-3): 법무부장관이 정한 요건을 갖춘 기업(기관)과의 인턴 근로계약에 따른 첨단기술 분야 인턴 활동",,,,,,,,,,,,,D-10-1: 일반구직 ('18.10월 점수제 전환) D-10-2: 기술창업준비 ('14.4. 신설) D-10-3: 첨단기술인턴 ('22.8. 신설) D-10-T: 최우수인재 ('25.4. 신설),
102,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-10,구직,stay_status_rule,D-10 구직 / 체류기간 상한,사증발급,기간,,,,,,,,,,,,,"1년 (단, 아래 대상자의 경우 1회 최대 6개월 부여): D-10-1: ①요양보호사 전문연수 과정 수료자, ②구직비자 점수제 60점 이상~80점 미만인 자, ③전문직종(E-1~E-7) 근무 경력자, ④주한 외국공관 인턴 직원 D-10-2: ①특허권·실용신안권·디자인권 출원 중인 사람 ②창업이민종합지원시스템(OASIS) 중 1개 이상 과정 이수자(참여 중인자 포함), ③창업이민 점수제 '필수항목' 중 1개 이상 해당자",,,,,
105,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-10,구직,stay_status_rule,D-10-1 일반구직 / 점수제 적용 대상자,체류자격 변경,대상,D-10-1,점수제 적용 대상 일반구직(D-10-1),"학사(국내 전문학사 포함) 이상의 학위를 소지한 국내 합법 체류자로 구직 점수표에서 총 190점 중 기본항목이 20점 이상으로 총 득점이 60점 이상인 자 법무부장관 고시국가 국민 중 B-1, B-2, C-1, C-3, C-4, D-3, E-9, E-10, G-1 자격에 대해서는 총 득점이 80점 이상인 경우에만 체류자격 변경 허용",,,,,,,,,,,,,,,
106,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-10,구직,stay_status_rule,D-10-1 일반구직 / 점수제 면제 특례자,체류자격 변경,예외,D-10-1,,,국내 대학 졸업 후 최초 구직 자격 변경자 국내 대학 졸업 한국어능력 우수자 국내 성장 기반 외국인 청소년 유망인재 요양보호사 전문연수 과정 수료자 전문직종(E-1~E-7) 근무 경력자 주한 외국공관 근무 인턴,,,,"국내 대학 졸업 후 최초 구직 자격 변경: 국내 대학에서 전문학사 이상 학위과정 유학생(D-2)으로 졸업하여 학위 취득한 후, 최초 구직(D-10-1) 자격으로 변경하는 경우 점수제 미적용. 최초 구직 체류기간 1년 부여, 연장 시 점수제 적용 국내 대학 졸업 한국어능력 우수자: 국내 정규 대학에서 전문학사 이상 학위 취득 후 3년이 경과되지 아니한 자로서, 사회통합프로그램 4단계 중간평가 합격자(사전평가 5단계 배정자 포함) 또는 한국어능력시험(TOPIK) 4급 이상 유효 성적표 소지자 국내 성장 기반 외국인 청소년: 신청일 기준 18세 이상 24세 이하의 합법체류자로 초·중등교육법에 따른 국내 초·중·고교를 모두 졸업하였거나 이와 동등한 학력을 갖춘 사람 유망인재: 29세 이하 해외 대학 졸업자로서 최근 3년 이내 세계 대학평가(THE 또는 QS) 200위 이내 대학 학사 이상 학위 소지자 또는 한국학 관련 전공 한국어능력 최우수자(토픽 6급) 요양보호사 전문연수 과정 수료자: 한국보건복지인재원 주관 요양보호사 전문연수 과정을 수료한 사람으로서, 노인복지법에 따른 노인의료복지시설에서 인턴 근로계약을 체결하려는 사람 전문직종 근무 경력자: 교수(E-1)부터 특정활동(E-7)까지의 체류자격을 소지하고 근로계약이 만료되거나, 그 밖의 정당한 사유로 취업활동이 종료된 사람으로서, 계속하여 취업을 희망하지만 체류기간 만료일 이전에 근로계약갱신 또는 다른 근무처를 구하지 못한 경우 허용. 단, 유흥업소 등 흥행활동(E-6-2)은 제외",,,,,,,,,,
117,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-10,구직,stay_status_rule,D-10 구직 / 체류기간 상한,체류기간 연장,기간,,,,,,,,"국내 체류기간 내에서 합산하되, 완전출국 후 사증을 발급받아 입국하는 경우 재산정(합산 제외) 교수(E-1)부터 특정활동(E-7)까지의 체류자격을 소지한 사람이 휴·폐업 등 사유로 구직(D-10-1)으로 변경하려는 경우는 기간 합산에서 제외",,,,,"체류기간 상한 최대 3년, 신청자 전문성에 따라 차등 D-10-1 점수제 적용 대상자: - 학위 취득 3년 경과 국내 대학 졸업 한국어능력 우수자, 3년 이내 세계 500대 기업 1년 이상 근무경력자, 3년 이내 THE 200/QS 500위 이내 해외 대학 졸업자, 아시아권 QS 1,000위 이내 현지 대학 이공계 졸업생, 점수제 평가에 따라 총점이 80점 이상인 사람: 3년 (1회 1년) - 기타(점수제 60점 이상, 80점 미만인 사람): 1년 (1회 6개월) D-10-1 점수제 면제 특례자: - 학위 취득 3년 이내 국내 대학 졸업 한국어능력 우수자, 국내 성장 기반 외국인 청소년, 유망인재: 3년 (1회 1년) - 요양보호사 전문연수 과정 수료자: 3년 (1회 6개월) - 전문직종(E-1~E-7) 근무 경력자: 1년 (1회 6개월) D-10-2 기술창업준비: - 창업이민 점수제 평가점수 35점 이상, K-Startup 그랜드챌린지 참여자, 특허권·실용신안권·디자인권 보유자, 해외(OECD) 지식재산권 보유자: 3년 (1회 1년) - 특허권·실용신안권·디자인권 출원 중인 사람, OASIS 1개 이상 과정 이수자, 창업이민 점수제 필수항목 1개 이상 해당자: 1년 (1회 6개월) D-10-3 첨단기술인턴: 최대 3년 (1회 1년) D-10-T 최우수인재: 최대 3년 (1회 1년)",,,,,
119,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,D-10,구직,stay_status_rule,D-10-1 일반구직 / 연수 개시 및 연수기관 변경 신고,외국인등록,절차,D-10-1,"외국인등록을 마친 일반구직(D-10-1) 자격 소지자로서 구직 기간 중에 교수(E-1)~특정활동(E-7)에 해당하는 분야에서 인턴활동을 개시하거나, 소속기관을 변경하려는 외국인",,,,- 외국인등록사항변경신고서 - 연수(인턴) 계약서 - 연수기관 등록서류(사업자 등록증 사본 등) - 연수기관 고용보험가입자 명부 - 기타 연수개시(변경)신고 수리를 위해 필요하다고 인정되는 서류,,연수기간: 구직자격 소지 기간 내에서 허용 동일 기업에서의 인턴활동은 1회 최대 1년 이내에서 허용,연수개시 신고 및 연수기관 변경: 사유 발생일로부터 15일 이내 체류지 관할 출입국·외국인관서장에게 신고,"기술창업(D-10-2) 자격 소지자 및 전문직종(E-1~E-7) 취업 경력자로 구직(D-10-1) 체류자격으로 변경허가를 받은 자는 인턴활동 불가 요건을 갖추지 못한 외국인의 인턴활동 또는 외국인 채용 요건을 갖추지 못한 기업이 인턴 고용계약을 맺은 경우 반려 최근 1년 이내에 인턴으로 활용하고 채용으로 연결되지 않은 외국인의 수가 기업 상시근로자 수(외국인 포함)의 10%(10인 미만 기업의 경우 20%) 이상인 기업에 대해서는 신규 연수를 제한 (단, 인턴과정을 통해 채용한 인력이 있는 경우는 제외) 구직자격 소지 기간 동안 동일기업에서 총 1년 이상의 인턴활동 기록이 있는 경우 신고 반려",,,,,,,,
120,high,document_like_row_outside_required_documents,공통/필수/기타서류 버킷 재분류,D-10,구직,stay_status_rule,D-10-3 첨단기술인턴 / 기관 변경 신고,외국인등록,절차,D-10-3,소속기업(기관)을 변경하여 첨단기술분야 인턴 활동을 계속하고자 하는 경우,,,,"- 여권 - 외국인등록증 - 외국인등록사항변경신고서 - 사증발급인정서 발급 신청 서류 (단, 재학증명서 및 성적증명서 제외)",,,소속기업(기관) 변경일로부터 15일 이내 신고,초청기업(기관)이 일반구직(D-10-1) 인턴 채용 또는 전문직종(E계열) 외국인 고용이 제한되는 경우 반려 첨단기술인턴 초청 요건을 갖추지 못한 기업(기관)과 인턴 근로계약을 체결한 경우 반려 첨단기술인턴 초청인원이 인턴 예정 기업(기관)의 국민고용인원의 20%를 초과하는 경우 반려,,,,,,,,
121,high,score_like_row_outside_score_table,점수표/배점 행인지 확인,D-10,구직,stay_status_rule,D-10-3 첨단기술인턴 / 체류지원 특례,체류자격외 활동허가,예외,D-10-3,첨단기술인턴(D-10-3) 활동 참여 중인 자,,,,,,"경제활동 지원: 체류 기간 내에서 초청기업과 인턴근로계약 체결로 소정의 급여 또는 체재비를 받거나, 별도 연구 수행 사례금 등 수령 가능 유학활동 지원: 국적과 무관하게 국내 대학에서 유학하고자 하는 경우 표준입학허가서만으로 유학(D-2) 체류자격변경 허용 최근 3년 이내 첨단기술인턴 활동에 참여한 사람의 취업 지원: 첨단기술인턴 자격으로 국내 기업 등에서 1년 이상 인턴활동을 한 자로서, 인턴 활동 분야에 정식 취업하고, 임금이 전년도 1인당 국민총소득(GNI) 이상일 경우, 특정활동(E-7) 체류자격변경 시 학력, 경력 요건 면제 창업 지원: 첨단기술인턴 자격으로 국내 기업에서 1년 이상 인턴활동을 한 자로, 인턴 활동 분야 기술창업 희망 시 기술창업(D-8-4) 점수제 가점(연구경력 15점) 부여",,현행 일반 구직(D-10-1) 체류자격에 허용되는 시간제 취업활동 허가는 제한,,,,,,,,
